id,specialty
20416,Internal Medicine
20417,Unknown
20418,Unknown
20419,Unknown
20420,Psychiatry
20421,Cardiology
20422,Unknown
20423,Cardiology
20424,Family Practice
20425,Diagnostic Radiology
20426,Diagnostic Radiology
20427,Family Practice
20428,Ophthalmology
20429,General Surgery
20430,General Practice
20431,Cardiology
20432,Unknown
20433,Cardiology
20434,Addiction Medicine
20435,Cardiology
20436,Unknown
20437,Unknown
20438,Cardiology
20439,General Surgery
20440,Internal Medicine
20441,Nephrology
20442,Pain Management
20443,Cardiology
20444,Psychiatry
20445,Unknown
20446,Nurse Practitioner
20447,Family Practice
20448,Gastroenterology
20449,Unknown
20450,Medical Oncology
20451,Ophthalmology
20452,Diagnostic Radiology
20453,Internal Medicine
20454,Cardiology
20455,Unknown
20456,Unknown
20457,Cardiology
20458,Urology
20459,Unknown
20460,Unknown
20461,Unknown
20462,General Surgery
20463,Anesthesiology
20464,Unknown
20465,Unknown
20466,Emergency Medicine
20467,Diagnostic Radiology
20468,Unknown
20469,Ophthalmology
20470,Unknown
20471,Cardiology
20472,Cardiology
20473,Unknown
20474,Cardiology
20475,Family Practice
20476,Cardiology
20477,Cardiology
20478,Family Practice
20479,Unknown
20480,Neurology
20481,Ophthalmology
20482,Internal Medicine
20483,Unknown
20484,Anesthesiology
20485,Anesthesiology
20486,Infectious Disease
20487,Family Practice
20488,Internal Medicine
20489,Unknown
20490,Cardiology
20491,Obstetrics/Gynecology
20492,Diagnostic Radiology
20493,Cardiology
20494,Ophthalmology
20495,Unknown
20496,Obstetrics/Gynecology
20497,Pathology
20498,Internal Medicine
20499,Internal Medicine
20500,Cardiology
20501,Cardiology
20502,Psychiatry
20503,Cardiology
20504,Unknown
20505,Obstetrics/Gynecology
20506,Unknown
20507,Internal Medicine
20508,Unknown
20509,Family Practice
20510,Cardiology
20511,Cardiology
20512,Unknown
20513,Cardiology
20514,Pathology
20515,Internal Medicine
20516,Nephrology
20517,Unknown
20518,Anesthesiology
20519,Unknown
20520,Family Practice
20521,Anesthesiology
20522,Internal Medicine
20523,Unknown
20524,Colorectal Surgery (formerly proctology)
20525,Unknown
20526,Diagnostic Radiology
20527,Internal Medicine
20528,Family Practice
20529,Unknown
20530,Urology
20531,Unknown
20532,Allergy/Immunology
20533,Cardiology
20534,Cardiology
20535,Cardiology
20536,Unknown
20537,Cardiology
20538,Unknown
20539,Rheumatology
20540,Unknown
20541,Rheumatology
20542,Unknown
20543,Internal Medicine
20544,Neurology
20545,Cardiology
20546,Orthopedic Surgery
20547,Internal Medicine
20548,Unknown
20549,Emergency Medicine
20550,Neurosurgery
20551,Cardiology
20552,Unknown
20553,Unknown
20554,Unknown
20555,Neurosurgery
20556,Psychiatry
20557,Family Practice
20558,Unknown
20559,Unknown
20560,Cardiology
20561,Internal Medicine
20562,Family Practice
20563,Unknown
20564,Internal Medicine
20565,Family Practice
20566,Unknown
20567,Internal Medicine
20568,Unknown
20569,Emergency Medicine
20570,Obstetrics/Gynecology
20571,Emergency Medicine
20572,Emergency Medicine
20573,Unknown
20574,Cardiology
20575,Urology
20576,Allergy/Immunology
20577,Unknown
20578,Internal Medicine
20579,Unknown
20580,Anesthesiology
20581,Unknown
20582,Unknown
20583,Unknown
20584,Unknown
20585,Neurology
20586,Unknown
20587,Family Practice
20588,Unknown
20589,Unknown
20590,Emergency Medicine
20591,Cardiology
20592,Cardiology
20593,Internal Medicine
20594,Unknown
20595,Unknown
20596,Unknown
20597,Unknown
20598,Family Practice
20599,Obstetrics/Gynecology
20600,Pulmonary Disease
20601,Ophthalmology
20602,Cardiology
20603,Unknown
20604,Cardiology
20605,Diagnostic Radiology
20606,Unknown
20607,Internal Medicine
20608,Emergency Medicine
20609,Emergency Medicine
20610,Unknown
20611,Gastroenterology
20612,Internal Medicine
20613,Unknown
20614,Anesthesiology
20615,Emergency Medicine
20616,Cardiology
20617,Cardiology
20618,Cardiology
20619,Cardiology
20620,Emergency Medicine
20621,Unknown
20622,Unknown
20623,Unknown
20624,Cardiology
20625,Unknown
20626,Internal Medicine
20627,Cardiology
20628,Unknown
20629,Internal Medicine
20630,Unknown
20631,Unknown
20632,Cardiology
20633,Nephrology
20634,Unknown
20635,Gastroenterology
20636,Unknown
20637,Anesthesiology
20638,Pathology
20639,Urology
20640,Cardiology
20641,Cardiology
20642,Dermatology
20643,Unknown
20644,Internal Medicine
20645,Anesthesiology
20646,Anesthesiology
20647,Unknown
20648,Physical Medicine and Rehabilitation
20649,Cardiology
20650,Pathology
20651,Vascular Surgery
20652,Radiation Oncology
20653,Unknown
20654,Unknown
20655,Cardiology
20656,Family Practice
20657,Internal Medicine
20658,Anesthesiology
20659,Hematology/Oncology
20660,Cardiology
20661,Diagnostic Radiology
20662,Family Practice
20663,Unknown
20664,Unknown
20665,Unknown
20666,Family Practice
20667,Ophthalmology
20668,Unknown
20669,Hematology/Oncology
20670,Unknown
20671,Cardiology
20672,Unknown
20673,Unknown
20674,Urology
20675,Unknown
20676,Unknown
20677,Cardiology
20678,Obstetrics/Gynecology
20679,Psychiatry
20680,Cardiology
20681,Anesthesiology
20682,Family Practice
20683,Unknown
20684,Unknown
20685,Cardiology
20686,Unknown
20687,Family Practice
20688,Anesthesiology
20689,Cardiology
20690,Unknown
20691,Anesthesiology
20692,Diagnostic Radiology
20693,Unknown
20694,Family Practice
20695,Orthopedic Surgery
20696,Nephrology
20697,Cardiology
20698,Unknown
20699,Cardiology
20700,Emergency Medicine
20701,Unknown
20702,Internal Medicine
20703,Unknown
20704,Internal Medicine
20705,Cardiology
20706,Unknown
20707,Cardiology
20708,Cardiology
20709,Diagnostic Radiology
20710,Gastroenterology
20711,Unknown
20712,Otolaryngology
20713,General Surgery
20714,Psychiatry
20715,Unknown
20716,Diagnostic Radiology
20717,Family Practice
20718,Family Practice
20719,Unknown
20720,Ophthalmology
20721,Cardiology
20722,Cardiology
20723,Endocrinology
20724,Unknown
20725,Emergency Medicine
20726,Diagnostic Radiology
20727,Unknown
20728,Unknown
20729,Cardiology
20730,Diagnostic Radiology
20731,Cardiology
20732,Unknown
20733,Internal Medicine
20734,Unknown
20735,Unknown
20736,Cardiology
20737,Unknown
20738,Internal Medicine
20739,Pulmonary Disease
20740,Cardiology
20741,Unknown
20742,Cardiology
20743,Unknown
20744,Family Practice
20745,Family Practice
20746,Urology
20747,Obstetrics/Gynecology
20748,Cardiology
20749,Orthopedic Surgery
20750,Internal Medicine
20751,Diagnostic Radiology
20752,Unknown
20753,Internal Medicine
20754,Neurology
20755,Unknown
20756,Obstetrics/Gynecology
20757,Unknown
20758,General Practice
20759,Unknown
20760,Unknown
20761,Emergency Medicine
20762,Internal Medicine
20763,Surgical Oncology
20764,Unknown
20765,Gastroenterology
20766,General Surgery
20767,Unknown
20768,Allergy/Immunology
20769,Diagnostic Radiology
20770,Unknown
20771,Cardiology
20772,Cardiology
20773,Cardiology
20774,Cardiology
20775,Cardiology
20776,Internal Medicine
20777,Unknown
20778,Anesthesiology
20779,Internal Medicine
20780,Family Practice
20781,Cardiology
20782,Cardiology
20783,Psychiatry
20784,Cardiology
20785,Anesthesiology
20786,Anesthesiology
20787,Emergency Medicine
20788,Internal Medicine
20789,Pathology
20790,Cardiology
20791,Ophthalmology
20792,Diagnostic Radiology
20793,Cardiology
20794,Unknown
20795,Unknown
20796,Internal Medicine
20797,Cardiology
20798,Cardiology
20799,Internal Medicine
20800,Unknown
20801,Surgical Oncology
20802,Gastroenterology
20803,Orthopedic Surgery
20804,Physical Medicine and Rehabilitation
20805,Cardiology
20806,Rheumatology
20807,Addiction Medicine
20808,Family Practice
20809,Unknown
20810,Internal Medicine
20811,Physical Medicine and Rehabilitation
20812,Dermatology
20813,Cardiology
20814,Internal Medicine
20815,Plastic and Reconstructive Surgery
20816,Cardiology
20817,Unknown
20818,Cardiology
20819,Unknown
20820,Unknown
20821,Obstetrics/Gynecology
20822,Unknown
20823,Internal Medicine
20824,Unknown
20825,Ophthalmology
20826,Cardiology
20827,Unknown
20828,Pulmonary Disease
20829,Unknown
20830,Urology
20831,Internal Medicine
20832,Cardiology
20833,Unknown
20834,Internal Medicine
20835,Unknown
20836,Ophthalmology
20837,Obstetrics/Gynecology
20838,Cardiology
20839,Family Practice
20840,Cardiology
20841,Unknown
20842,Unknown
20843,Emergency Medicine
20844,Unknown
20845,Neurology
20846,Unknown
20847,General Surgery
20848,Unknown
20849,Family Practice
20850,Ophthalmology
20851,Gastroenterology
20852,Anesthesiology
20853,Urology
20854,Unknown
20855,Obstetrics/Gynecology
20856,Unknown
20857,Cardiology
20858,Dermatology
20859,Diagnostic Radiology
20860,Unknown
20861,Diagnostic Radiology
20862,Cardiology
20863,Cardiology
20864,Cardiology
20865,Family Practice
20866,Ophthalmology
20867,Unknown
20868,Unknown
20869,Unknown
20870,Cardiology
20871,Family Practice
20872,Unknown
20873,General Surgery
20874,Anesthesiology
20875,Family Practice
20876,Unknown
20877,Unknown
20878,Internal Medicine
20879,Cardiology
20880,Sports Medicine
20881,Dermatology
20882,Unknown
20883,Unknown
20884,Emergency Medicine
20885,Unknown
20886,Endocrinology
20887,Cardiology
20888,Nephrology
20889,Unknown
20890,Unknown
20891,Infectious Disease
20892,Unknown
20893,Unknown
20894,Obstetrics/Gynecology
20895,Critical Care (Intensivists)
20896,Unknown
20897,Anesthesiology
20898,Critical Care (Intensivists)
20899,Obstetrics/Gynecology
20900,Anesthesiology
20901,Dermatology
20902,Cardiology
20903,Unknown
20904,Allergy/Immunology
20905,Family Practice
20906,Family Practice
20907,Unknown
20908,Internal Medicine
20909,Unknown
20910,Family Practice
20911,Unknown
20912,Unknown
20913,Internal Medicine
20914,Anesthesiology
20915,Internal Medicine
20916,Family Practice
20917,Unknown
20918,Family Practice
20919,Orthopedic Surgery
20920,Diagnostic Radiology
20921,Unknown
20922,Cardiology
20923,Unknown
20924,Unknown
20925,Emergency Medicine
20926,Diagnostic Radiology
20927,Psychiatry
20928,Unknown
20929,Cardiology
20930,Cardiology
20931,Cardiology
20932,Unknown
20933,Cardiology
20934,Anesthesiology
20935,Obstetrics/Gynecology
20936,Unknown
20937,Neurosurgery
20938,Obstetrics/Gynecology
20939,Unknown
20940,Hematology/Oncology
20941,Cardiology
20942,Unknown
20943,Unknown
20944,Obstetrics/Gynecology
20945,Unknown
20946,Gastroenterology
20947,Cardiology
20948,Internal Medicine
20949,Cardiology
20950,Internal Medicine
20951,Unknown
20952,Emergency Medicine
20953,Cardiology
20954,Unknown
20955,Cardiology
20956,Diagnostic Radiology
20957,Cardiology
20958,Internal Medicine
20959,Unknown
20960,Unknown
20961,Cardiology
20962,Unknown
20963,Cardiology
20964,Cardiology
20965,Cardiology
20966,Urology
20967,Cardiology
20968,Obstetrics/Gynecology
20969,Ophthalmology
20970,Unknown
20971,Dermatology
20972,Cardiology
20973,Unknown
20974,Unknown
20975,Unknown
20976,Internal Medicine
20977,Cardiology
20978,Cardiology
20979,Unknown
20980,Internal Medicine
20981,Pathology
20982,Nephrology
20983,Internal Medicine
20984,Cardiology
20985,Cardiology
20986,Anesthesiology
20987,Otolaryngology
20988,Cardiology
20989,Unknown
20990,Internal Medicine
20991,Internal Medicine
20992,Dermatology
20993,Family Practice
20994,Cardiology
20995,Cardiology
20996,Endocrinology
20997,Unknown
20998,Unknown
20999,Family Practice
21000,Diagnostic Radiology
21001,Unknown
21002,Unknown
21003,Internal Medicine
21004,Rheumatology
21005,Cardiology
21006,Internal Medicine
21007,Unknown
21008,Internal Medicine
21009,Unknown
21010,Internal Medicine
21011,Unknown
21012,Unknown
21013,Nephrology
21014,Anesthesiology
21015,Internal Medicine
21016,Cardiology
21017,Cardiology
21018,Cardiology
21019,Cardiology
21020,Cardiology
21021,Unknown
21022,Unknown
21023,Obstetrics/Gynecology
21024,Cardiology
21025,Family Practice
21026,Internal Medicine
21027,Unknown
21028,Cardiology
21029,Family Practice
21030,Anesthesiology
21031,Unknown
21032,Unknown
21033,Unknown
21034,Cardiology
21035,Cardiology
21036,Gastroenterology
21037,Unknown
21038,Dermatology
21039,Pathology
21040,Obstetrics/Gynecology
21041,Unknown
21042,Internal Medicine
21043,Cardiology
21044,Cardiology
21045,Physical Medicine and Rehabilitation
21046,Nephrology
21047,Unknown
21048,Family Practice
21049,Unknown
21050,Unknown
21051,Obstetrics/Gynecology
21052,Unknown
21053,Unknown
21054,Allergy/Immunology
21055,Unknown
21056,Unknown
21057,Unknown
21058,Unknown
21059,Cardiology
21060,Cardiology
21061,Cardiology
21062,Unknown
21063,General Surgery
21064,Pulmonary Disease
21065,Plastic and Reconstructive Surgery
21066,Cardiology
21067,Internal Medicine
21068,Endocrinology
21069,Unknown
21070,Unknown
21071,Nephrology
21072,Pulmonary Disease
21073,Cardiology
21074,Cardiology
21075,Unknown
21076,Cardiology
21077,Anesthesiology
21078,Unknown
21079,Unknown
21080,Cardiology
21081,Unknown
21082,Unknown
21083,Cardiology
21084,Cardiology
21085,Unknown
21086,Unknown
21087,Cardiology
21088,Ophthalmology
21089,Emergency Medicine
21090,Pulmonary Disease
21091,Cardiology
21092,Family Practice
21093,Unknown
21094,Ophthalmology
21095,Cardiology
21096,Unknown
21097,Obstetrics/Gynecology
21098,Unknown
21099,Family Practice
21100,Unknown
21101,Unknown
21102,Internal Medicine
21103,Dermatology
21104,Unknown
21105,Unknown
21106,Obstetrics/Gynecology
21107,Cardiology
21108,Cardiology
21109,Internal Medicine
21110,Unknown
21111,Unknown
21112,Unknown
21113,Internal Medicine
21114,General Surgery
21115,Anesthesiology
21116,Unknown
21117,Unknown
21118,Unknown
21119,Unknown
21120,Internal Medicine
21121,Anesthesiology
21122,Cardiology
21123,Unknown
21124,Unknown
21125,Pathology
21126,Cardiology
21127,Cardiology
21128,Cardiology
21129,Gastroenterology
21130,Internal Medicine
21131,Orthopedic Surgery
21132,Infectious Disease
21133,Anesthesiology
21134,Unknown
21135,Cardiology
21136,Psychiatry
21137,Unknown
21138,Cardiology
21139,Cardiology
21140,Unknown
21141,Nuclear Medicine
21142,Family Practice
21143,Unknown
21144,Obstetrics/Gynecology
21145,Neurology
21146,Anesthesiology
21147,Unknown
21148,Cardiology
21149,Gastroenterology
21150,Ophthalmology
21151,Family Practice
21152,Unknown
21153,Family Practice
21154,Internal Medicine
21155,Unknown
21156,Unknown
21157,Internal Medicine
21158,Dermatology
21159,Unknown
21160,Unknown
21161,Unknown
21162,Family Practice
21163,Unknown
21164,Family Practice
21165,Family Practice
21166,Unknown
21167,Unknown
21168,Cardiology
21169,Psychiatry
21170,Psychiatry
21171,Cardiology
21172,Unknown
21173,Cardiology
21174,General Surgery
21175,Anesthesiology
21176,Endocrinology
21177,Unknown
21178,Unknown
21179,Cardiology
21180,Unknown
21181,Psychiatry
21182,Cardiology
21183,Neurosurgery
21184,Unknown
21185,Obstetrics/Gynecology
21186,Obstetrics/Gynecology
21187,Cardiology
21188,Psychiatry
21189,Cardiology
21190,Unknown
21191,Cardiology
21192,Family Practice
21193,Unknown
21194,Cardiology
21195,Unknown
21196,Cardiology
21197,Endocrinology
21198,Cardiology
21199,Hospice and Palliative Care
21200,Internal Medicine
21201,Hematology/Oncology
21202,Unknown
21203,Unknown
21204,Unknown
21205,Family Practice
21206,Psychiatry
21207,Internal Medicine
21208,Unknown
21209,Unknown
21210,Cardiology
21211,Otolaryngology
21212,Cardiology
21213,Urology
21214,Nephrology
21215,Unknown
21216,Nephrology
21217,Dermatology
21218,Cardiology
21219,Unknown
21220,Family Practice
21221,Unknown
21222,Family Practice
21223,Family Practice
21224,Cardiology
21225,Pulmonary Disease
21226,Urology
21227,Unknown
21228,Internal Medicine
21229,Neurology
21230,Obstetrics/Gynecology
21231,Neurology
21232,Unknown
21233,Unknown
21234,Rheumatology
21235,Unknown
21236,Internal Medicine
21237,Cardiology
21238,Diagnostic Radiology
21239,Cardiology
21240,Cardiology
21241,Cardiology
21242,Emergency Medicine
21243,Ophthalmology
21244,Neurology
21245,Urology
21246,Unknown
21247,Family Practice
21248,Cardiology
21249,Physical Medicine and Rehabilitation
21250,Gastroenterology
21251,Cardiology
21252,Cardiology
21253,Cardiology
21254,Orthopedic Surgery
21255,Unknown
21256,Internal Medicine
21257,Internal Medicine
21258,Internal Medicine
21259,Neurology
21260,Cardiology
21261,Neurology
21262,Cardiology
21263,Family Practice
21264,Internal Medicine
21265,Physical Medicine and Rehabilitation
21266,Cardiology
21267,Family Practice
21268,Cardiology
21269,Cardiology
21270,Cardiology
21271,Unknown
21272,Obstetrics/Gynecology
21273,Unknown
21274,Cardiology
21275,Unknown
21276,Internal Medicine
21277,Internal Medicine
21278,Unknown
21279,Orthopedic Surgery
21280,Psychiatry
21281,General Surgery
21282,Unknown
21283,Family Practice
21284,Unknown
21285,Unknown
21286,Unknown
21287,Unknown
21288,Unknown
21289,Unknown
21290,Unknown
21291,Unknown
21292,Internal Medicine
21293,Unknown
21294,Emergency Medicine
21295,Internal Medicine
21296,Unknown
21297,Ophthalmology
21298,Unknown
21299,Cardiology
21300,Internal Medicine
21301,Unknown
21302,Internal Medicine
21303,Cardiology
21304,Unknown
21305,Cardiology
21306,Unknown
21307,Cardiology
21308,Audiologist (billing independently)
21309,Unknown
21310,Cardiology
21311,Cardiology
21312,Rheumatology
21313,Unknown
21314,Geriatric Medicine
21315,Cardiology
21316,Urology
21317,Family Practice
21318,Unknown
21319,Emergency Medicine
21320,Unknown
21321,Unknown
21322,Unknown
21323,Anesthesiology
21324,Surgical Oncology
21325,Cardiology
21326,Unknown
21327,Unknown
21328,Unknown
21329,Pulmonary Disease
21330,Urology
21331,Emergency Medicine
21332,Cardiology
21333,General Practice
21334,Internal Medicine
21335,Unknown
21336,Cardiology
21337,Pathology
21338,Unknown
21339,Obstetrics/Gynecology
21340,Cardiology
21341,Unknown
21342,Emergency Medicine
21343,Unknown
21344,Family Practice
21345,Internal Medicine
21346,Cardiology
21347,Cardiology
21348,Cardiology
21349,Family Practice
21350,Unknown
21351,Family Practice
21352,Cardiology
21353,Unknown
21354,Gastroenterology
21355,Unknown
21356,Unknown
21357,Endocrinology
21358,Unknown
21359,Cardiology
21360,Internal Medicine
21361,Family Practice
21362,Unknown
21363,Unknown
21364,Nephrology
21365,Neurology
21366,Cardiology
21367,General Surgery
21368,Internal Medicine
21369,Cardiology
21370,Cardiology
21371,Cardiology
21372,Family Practice
21373,Infectious Disease
21374,Dermatology
21375,Unknown
21376,Unknown
21377,Unknown
21378,Cardiology
21379,Otolaryngology
21380,Unknown
21381,Cardiology
21382,Unknown
21383,Cardiology
21384,Unknown
21385,Cardiology
21386,Internal Medicine
21387,Cardiology
21388,Diagnostic Radiology
21389,Unknown
21390,Psychiatry
21391,Cardiology
21392,Unknown
21393,Cardiology
21394,Obstetrics/Gynecology
21395,Cardiology
21396,Internal Medicine
21397,Cardiology
21398,Unknown
21399,Cardiology
21400,Internal Medicine
21401,Unknown
21402,Pathology
21403,Cardiology
21404,Unknown
21405,Gastroenterology
21406,Cardiology
21407,Emergency Medicine
21408,Obstetrics/Gynecology
21409,Cardiology
21410,Allergy/Immunology
21411,Unknown
21412,Unknown
21413,Gastroenterology
21414,Anesthesiology
21415,Internal Medicine
21416,Diagnostic Radiology
21417,Unknown
21418,Unknown
21419,Hematology/Oncology
21420,Unknown
21421,Unknown
21422,Cardiology
21423,Allergy/Immunology
21424,Unknown
21425,Otolaryngology
21426,Cardiology
21427,Unknown
21428,Obstetrics/Gynecology
21429,Cardiology
21430,Cardiology
21431,Psychiatry
21432,Urology
21433,Emergency Medicine
21434,Otolaryngology
21435,Orthopedic Surgery
21436,Diagnostic Radiology
21437,Unknown
21438,Family Practice
21439,Unknown
21440,Nephrology
21441,Unknown
21442,Unknown
21443,Internal Medicine
21444,Cardiology
21445,Cardiology
21446,Obstetrics/Gynecology
21447,Unknown
21448,Hematology/Oncology
21449,Anesthesiology
21450,Unknown
21451,Cardiology
21452,Ophthalmology
21453,Unknown
21454,Cardiology
21455,Ophthalmology
21456,Cardiology
21457,Cardiology
21458,Orthopedic Surgery
21459,Cardiology
21460,Anesthesiology
21461,Cardiology
21462,Orthopedic Surgery
21463,Unknown
21464,Internal Medicine
21465,Cardiology
21466,Cardiology
21467,Family Practice
21468,Unknown
21469,Cardiology
21470,Unknown
21471,Cardiology
21472,Unknown
21473,Cardiology
21474,Cardiology
21475,Unknown
21476,Family Practice
21477,Family Practice
21478,Family Practice
21479,Cardiology
21480,Unknown
21481,Cardiology
21482,Pulmonary Disease
21483,Unknown
21484,Neurology
21485,Cardiology
21486,Cardiology
21487,Ophthalmology
21488,Unknown
21489,Unknown
21490,Family Practice
21491,Internal Medicine
21492,Internal Medicine
21493,Cardiology
21494,Unknown
21495,Unknown
21496,Cardiology
21497,Unknown
21498,Unknown
21499,Unknown
21500,Internal Medicine
21501,Nephrology
21502,Cardiology
21503,Urology
21504,Internal Medicine
21505,Unknown
21506,Unknown
21507,Emergency Medicine
21508,Physical Medicine and Rehabilitation
21509,Internal Medicine
21510,Unknown
21511,Anesthesiology
21512,Cardiology
21513,Radiation Oncology
21514,Cardiology
21515,Family Practice
21516,Unknown
21517,Anesthesiology
21518,Unknown
21519,Vascular Surgery
21520,Orthopedic Surgery
21521,Unknown
21522,Family Practice
21523,Unknown
21524,Unknown
21525,General Surgery
21526,Cardiology
21527,Unknown
21528,General Practice
21529,Family Practice
21530,Unknown
21531,Unknown
21532,Anesthesiology
21533,Unknown
21534,Internal Medicine
21535,Unknown
21536,Unknown
21537,Internal Medicine
21538,Emergency Medicine
21539,Unknown
21540,Internal Medicine
21541,Unknown
21542,Unknown
21543,Unknown
21544,Unknown
21545,Pathology
21546,Psychiatry
21547,Unknown
21548,Unknown
21549,Family Practice
21550,Diagnostic Radiology
21551,Emergency Medicine
21552,Internal Medicine
21553,Unknown
21554,Physical Medicine and Rehabilitation
21555,Unknown
21556,Dermatology
21557,Physical Medicine and Rehabilitation
21558,Unknown
21559,Unknown
21560,Family Practice
21561,Internal Medicine
21562,Unknown
21563,Obstetrics/Gynecology
21564,Obstetrics/Gynecology
21565,Internal Medicine
21566,Sports Medicine
21567,Cardiology
21568,Infectious Disease
21569,Cardiology
21570,Unknown
21571,Unknown
21572,Family Practice
21573,Internal Medicine
21574,Internal Medicine
21575,Family Practice
21576,Unknown
21577,Internal Medicine
21578,Orthopedic Surgery
21579,Anesthesiology
21580,Orthopedic Surgery
21581,Unknown
21582,Cardiology
21583,Cardiology
21584,Cardiology
21585,Cardiology
21586,Orthopedic Surgery
21587,Unknown
21588,Urology
21589,Unknown
21590,Unknown
21591,Unknown
21592,Obstetrics/Gynecology
21593,Unknown
21594,Obstetrics/Gynecology
21595,Psychiatry
21596,Unknown
21597,Physical Medicine and Rehabilitation
21598,Otolaryngology
21599,Emergency Medicine
21600,Unknown
21601,Family Practice
21602,General Surgery
21603,Unknown
21604,Unknown
21605,Anesthesiology
21606,Unknown
21607,Geriatric Medicine
21608,Internal Medicine
21609,Unknown
21610,Cardiology
21611,Dermatology
21612,Unknown
21613,Critical Care (Intensivists)
21614,Psychiatry
21615,Internal Medicine
21616,Cardiology
21617,Internal Medicine
21618,Plastic and Reconstructive Surgery
21619,Unknown
21620,Cardiology
21621,Obstetrics/Gynecology
21622,Unknown
21623,Rheumatology
21624,Obstetrics/Gynecology
21625,Emergency Medicine
21626,Cardiology
21627,Anesthesiology
21628,Cardiology
21629,Internal Medicine
21630,Urology
21631,Cardiology
21632,Orthopedic Surgery
21633,Dermatology
21634,Unknown
21635,Unknown
21636,Emergency Medicine
21637,Rheumatology
21638,Unknown
21639,Unknown
21640,Unknown
21641,Nephrology
21642,Pathology
21643,Otolaryngology
21644,Gastroenterology
21645,Unknown
21646,Pathology
21647,Cardiology
21648,Orthopedic Surgery
21649,Unknown
21650,Unknown
21651,Diagnostic Radiology
21652,Unknown
21653,Family Practice
21654,Unknown
21655,Allergy/Immunology
21656,Unknown
21657,Psychiatry
21658,Unknown
21659,Cardiology
21660,Psychiatry
21661,Unknown
21662,Orthopedic Surgery
21663,Internal Medicine
21664,Unknown
21665,Gastroenterology
21666,Unknown
21667,Gastroenterology
21668,Diagnostic Radiology
21669,Internal Medicine
21670,Unknown
21671,Obstetrics/Gynecology
21672,General Surgery
21673,Obstetrics/Gynecology
21674,Family Practice
21675,Unknown
21676,Unknown
21677,Cardiology
21678,Ophthalmology
21679,Internal Medicine
21680,Family Practice
21681,Internal Medicine
21682,Cardiology
21683,Medical Oncology
21684,Family Practice
21685,Family Practice
21686,Radiation Oncology
21687,Internal Medicine
21688,Cardiology
21689,Unknown
21690,Internal Medicine
21691,Cardiology
21692,Unknown
21693,Cardiology
21694,Emergency Medicine
21695,Unknown
21696,Ophthalmology
21697,Gastroenterology
21698,Radiation Oncology
21699,Infectious Disease
21700,Cardiology
21701,Diagnostic Radiology
21702,Cardiology
21703,Unknown
21704,Endocrinology
21705,Radiation Oncology
21706,Neurology
21707,Hematology/Oncology
21708,Neurology
21709,Cardiology
21710,Unknown
21711,Cardiology
21712,Internal Medicine
21713,Unknown
21714,Cardiology
21715,Unknown
21716,Cardiology
21717,Unknown
21718,Unknown
21719,Internal Medicine
21720,Cardiology
21721,Endocrinology
21722,Unknown
21723,Orthopedic Surgery
21724,Dermatology
21725,Cardiology
21726,Unknown
21727,Family Practice
21728,Internal Medicine
21729,Unknown
21730,Unknown
21731,Internal Medicine
21732,Family Practice
21733,Cardiology
21734,Emergency Medicine
21735,Unknown
21736,Unknown
21737,Family Practice
21738,Unknown
21739,Obstetrics/Gynecology
21740,Unknown
21741,Ophthalmology
21742,Unknown
21743,Unknown
21744,General Surgery
21745,Emergency Medicine
21746,Cardiology
21747,Unknown
21748,Emergency Medicine
21749,Cardiology
21750,Unknown
21751,Unknown
21752,Cardiology
21753,Cardiology
21754,Cardiology
21755,Unknown
21756,Unknown
21757,Gastroenterology
21758,Unknown
21759,Emergency Medicine
21760,Orthopedic Surgery
21761,Ophthalmology
21762,Unknown
21763,Cardiology
21764,Unknown
21765,Cardiology
21766,Emergency Medicine
21767,Cardiology
21768,Plastic and Reconstructive Surgery
21769,Unknown
21770,Orthopedic Surgery
21771,Gastroenterology
21772,Cardiology
21773,Unknown
21774,Unknown
21775,Unknown
21776,Anesthesiology
21777,Cardiology
21778,Unknown
21779,Unknown
21780,Gastroenterology
21781,Emergency Medicine
21782,Diagnostic Radiology
21783,Unknown
21784,Pulmonary Disease
21785,Orthopedic Surgery
21786,Unknown
21787,Hematology/Oncology
21788,Unknown
21789,Cardiology
21790,Nephrology
21791,Family Practice
21792,Unknown
21793,Emergency Medicine
21794,Unknown
21795,Cardiology
21796,Anesthesiology
21797,Cardiology
21798,Neurology
21799,Cardiology
21800,Unknown
21801,Unknown
21802,Family Practice
21803,Internal Medicine
21804,Cardiology
21805,Diagnostic Radiology
21806,General Practice
21807,Family Practice
21808,Ophthalmology
21809,Cardiology
21810,Unknown
21811,Gastroenterology
21812,Unknown
21813,Cardiology
21814,Neurology
21815,Unknown
21816,Family Practice
21817,Cardiology
21818,Unknown
21819,Cardiology
21820,Unknown
21821,Family Practice
21822,Internal Medicine
21823,Unknown
21824,Cardiology
21825,Unknown
21826,Cardiology
21827,Pulmonary Disease
21828,Gastroenterology
21829,Pathology
21830,Diagnostic Radiology
21831,Unknown
21832,Unknown
21833,Cardiology
21834,Cardiology
21835,Cardiology
21836,Cardiology
21837,Rheumatology
21838,Unknown
21839,Vascular Surgery
21840,Cardiology
21841,Cardiology
21842,Unknown
21843,Emergency Medicine
21844,Anesthesiology
21845,Family Practice
21846,Unknown
21847,Cardiology
21848,Internal Medicine
21849,Allergy/Immunology
21850,Cardiology
21851,Hematology/Oncology
21852,Cardiology
21853,Unknown
21854,Ophthalmology
